amount,amount_to_avg_ratio,amount_to_max_ratio,is_new_beneficiary,beneficiary_age_days,beneficiary_verified,txn_hour,is_unusual_hour,txn_frequency_24h,txn_velocity_1h,user_avg_amount,user_median_amount,user_max_amount,user_total_txns,user_typical_ben_count,user_txn_freq_per_week,days_since_last_txn,is_new_device,device_trusted,recent_password_change,recent_sim_swap,recent_email_change,recent_pin_change,account_events_48h,recent_beneficiary_additions_24h,hive_recipient_flagged,hive_signal_severity,hive_hours_since_alert,hive_scam_category_match,recipient_suspicious_neighbor_count,is_fraud
1227.48,0.85,0.33,0,64,0,14,1,1,2,1450.73,445.96,3724.45,14,5,3.7,4,0,0,0,0,0,0,0,0,0,0,-1,0,1,0
991.8,0.54,0.14,1,349,0,16,0,0,2,1851.64,1146.32,7272.16,145,15,6.5,4,0,1,1,0,0,0,2,0,0,0,-1,0,0,0
6536.18,3.91,1.54,0,84,0,23,0,3,1,1671.03,606.74,4234.5,189,8,5.4,6,1,1,0,0,0,0,1,2,0,0,-1,0,1,0
1535.9,0.98,0.35,0,207,1,23,0,2,1,1570.19,435.62,4403.96,59,14,3.4,10,0,1,0,0,0,0,0,1,0,0,-1,0,1,0
310.81,0.34,0.08,0,216,1,10,0,5,2,921.35,1663.43,3905.83,74,2,2.4,10,1,1,0,0,0,0,0,1,0,0,-1,0,0,0
218.77,0.23,0.06,0,184,1,22,0,3,1,966.04,2327.25,3541.85,47,2,6.0,4,1,1,0,0,0,0,0,2,0,0,-1,0,2,0
126441.71,7.4,1.11,0,318,1,14,0,1,2,17085.32,2166.79,113797.54,203,5,3.4,14,0,1,1,0,0,0,0,2,0,0,-1,0,2,0
25757.14,5.56,1.64,0,54,0,10,0,0,0,4634.93,1094.3,15685.86,27,4,3.7,8,0,0,0,0,0,0,0,0,0,0,-1,0,1,0
62825.71,51.16,21.57,1,0,0,10,0,4,0,1228.13,394.0,2912.27,3,19,2.7,8,0,1,0,0,0,0,1,3,0,0,-1,0,0,1
289.44,0.19,0.04,0,6,1,13,0,0,3,1510.13,459.76,6485.16,55,20,4.6,12,1,0,0,0,0,0,2,2,0,0,-1,0,0,0
406.07,0.22,0.07,0,253,1,13,0,2,1,1829.62,248.1,5888.24,109,16,3.8,0,0,1,0,0,0,0,2,2,0,0,-1,0,0,0
334.9,0.39,0.1,1,138,0,22,0,2,2,853.56,631.14,3305.42,125,7,4.4,9,0,0,0,0,0,0,2,1,0,0,-1,0,1,0
20115.06,15.52,4.26,0,85,1,22,0,2,0,1296.45,253.02,4723.0,103,18,4.6,0,0,0,0,0,1,0,2,2,0,0,-1,0,0,0
818.8,0.92,0.36,0,8,1,20,0,4,3,893.19,990.69,2279.13,235,7,6.5,0,1,1,0,0,0,0,0,2,0,0,-1,0,1,0
98749.93,49.86,23.34,1,0,0,22,0,3,2,1980.39,707.64,4230.6,123,10,4.4,13,1,0,0,0,0,0,1,3,1,2,21,1,5,1
346.03,0.41,0.15,0,182,1,16,0,1,1,835.98,309.9,2273.63,86,8,6.7,8,0,1,0,0,0,0,0,2,0,0,-1,0,1,0
225.87,0.35,0.16,0,85,1,19,0,0,2,645.69,705.57,1399.85,192,20,3.8,9,0,0,0,0,1,0,0,1,0,0,-1,0,0,0
48687.74,53.49,17.94,1,0,0,7,0,7,5,910.17,365.42,2713.6,170,11,2.7,6,1,0,1,0,0,0,5,5,0,0,-1,0,0,1
19029.05,7.88,3.57,0,9,0,20,0,5,2,2414.99,1383.35,5334.17,141,14,1.9,5,0,0,0,0,0,0,1,2,1,4,33,1,4,1
217.44,0.12,0.04,0,173,0,1,0,4,1,1863.33,1194.38,4896.62,37,14,5.3,14,0,1,0,0,0,0,2,0,0,0,-1,0,0,0
1746.75,0.93,0.27,0,193,0,23,0,4,1,1876.64,513.17,6492.28,209,4,4.2,3,0,1,0,0,0,0,0,0,0,0,-1,0,1,0
1564.57,0.88,0.27,1,216,1,2,0,2,1,1771.34,149.86,5828.07,73,20,4.6,5,1,1,0,0,0,0,2,0,0,0,-1,0,2,0
310.69,0.82,0.21,1,233,0,6,0,5,3,379.83,318.97,1474.34,67,6,1.7,12,0,1,1,0,0,0,1,1,0,0,-1,0,0,0
667.87,0.67,0.16,0,53,0,12,0,5,0,1000.43,1402.94,4193.25,160,19,1.9,2,1,0,0,0,0,0,0,2,0,0,-1,0,1,0
33389.28,27.98,14.2,1,0,0,11,0,1,2,1193.32,253.71,2350.76,12,11,0.9,3,0,0,0,0,0,0,0,2,0,0,-1,0,1,1
15707.6,11.2,5.5,0,6,0,3,0,4,1,1402.2,368.29,2856.6,246,3,0.9,4,0,0,0,0,0,1,1,2,1,2,31,1,4,1
274.18,0.18,0.04,1,296,1,6,0,4,0,1487.79,446.88,7355.73,107,5,6.8,6,0,0,0,0,0,0,0,2,0,0,-1,0,1,0
78858.4,36.08,18.8,1,0,0,15,0,4,0,2185.81,1474.65,4195.36,121,10,5.6,11,0,0,1,0,0,0,2,1,1,0,-1,0,0,1
14160.65,11.88,2.53,1,30,0,15,0,2,3,1192.21,302.54,5596.89,158,19,7.3,14,0,0,0,0,0,1,0,1,0,0,-1,0,1,0
78032.77,23.99,7.56,0,0,0,11,0,0,1,3253.03,832.1,10325.2,197,9,2.1,3,0,1,0,0,0,0,2,0,1,3,33,1,5,1
22418.09,7.9,3.67,1,0,0,22,0,5,2,2839.17,905.4,6113.95,166,9,2.2,7,1,0,1,0,0,0,5,5,0,0,-1,0,0,1
3504.04,1.55,0.55,0,90,0,0,0,1,2,2258.83,1109.85,6420.78,97,17,1.0,10,1,1,0,0,0,0,2,1,0,0,-1,0,1,0
23274.91,9.23,1.87,0,23,0,3,0,3,2,2522.68,509.46,12455.79,51,16,0.8,2,1,1,0,0,0,0,2,0,0,0,-1,0,0,0
654.46,0.86,0.3,0,219,1,1,0,1,1,757.72,1993.16,2153.18,160,8,1.2,0,1,1,0,0,0,0,1,1,0,0,-1,0,1,0
1421.82,1.23,0.59,0,245,1,21,0,4,3,1152.05,1690.26,2392.7,190,11,5.0,8,1,1,0,0,0,1,2,2,0,0,-1,0,1,0
11570.98,2.84,0.92,0,23,0,12,1,2,3,4069.4,854.4,12555.79,55,2,3.4,5,1,0,0,0,0,0,1,0,0,0,-1,0,0,0
94.32,0.09,0.02,0,256,1,16,0,2,2,1060.66,307.76,4570.67,246,10,0.9,10,1,1,0,0,0,0,0,0,0,0,-1,0,0,0
3011.83,0.67,0.17,1,86,0,1,0,3,2,4511.85,821.76,17579.78,74,13,2.5,2,1,1,0,0,0,0,2,1,0,0,-1,0,0,0
21185.61,5.83,1.68,0,8,0,5,0,4,0,3634.66,1511.35,12597.99,134,18,4.0,2,0,1,0,0,1,0,2,3,1,3,49,1,4,1
90885.48,3.83,1.11,0,693,1,2,0,5,0,23713.4,477.98,81796.93,125,11,6.7,4,0,1,0,0,0,1,0,1,0,0,-1,0,0,0
8855.38,2.85,0.82,0,18,0,21,0,3,1,3109.76,1324.8,10816.79,20,15,1.5,12,1,1,0,0,0,0,0,0,0,0,-1,0,0,0
461.17,0.66,0.19,0,210,0,8,1,1,3,698.54,190.8,2425.1,110,6,5.4,8,0,1,0,0,0,0,1,2,0,0,-1,0,1,0
36272.93,12.64,3.59,0,9,0,20,0,4,2,2869.12,713.25,10095.97,29,15,2.1,8,0,0,0,0,0,0,2,0,1,3,1,0,5,1
55668.12,19.37,7.05,1,0,0,8,0,8,2,2873.69,705.15,7894.4,18,14,5.0,14,1,0,1,1,0,0,3,3,0,0,-1,0,0,1
20608.57,33.43,14.57,1,0,0,21,0,6,3,616.51,1276.48,1414.8,215,17,3.5,6,1,0,1,0,0,0,4,5,0,0,-1,0,1,1
118.52,0.18,0.04,0,62,1,0,0,0,0,656.01,394.04,2950.73,75,7,7.4,3,1,0,0,0,0,0,1,2,0,0,-1,0,1,0
19741.37,22.29,10.3,1,0,0,6,0,2,3,885.8,170.79,1915.97,86,16,0.8,5,1,1,0,0,0,0,1,4,0,0,-1,0,0,1
620.04,0.37,0.14,0,124,1,12,0,4,3,1695.27,802.47,4430.96,20,15,0.7,13,0,0,0,0,0,0,2,0,0,0,-1,0,2,0
808.96,0.48,0.13,0,317,1,18,0,4,2,1678.19,1349.31,6316.34,196,3,6.2,7,0,1,0,0,0,0,0,1,0,0,-1,0,0,0
361.01,0.75,0.26,0,299,1,4,0,2,2,480.8,871.93,1399.58,83,19,4.9,11,0,0,0,0,0,0,0,2,0,0,-1,0,2,0
847.6,0.52,0.12,0,293,1,2,0,2,1,1626.9,650.77,7042.53,96,20,3.4,9,0,0,0,0,1,0,1,2,0,0,-1,0,0,0
649.9,1.41,0.48,1,206,1,21,0,3,0,462.07,322.17,1344.89,179,4,3.4,8,0,0,0,0,0,0,2,1,0,0,-1,0,2,0
259.35,0.22,0.08,0,190,1,20,0,2,1,1184.58,143.68,3080.61,76,18,2.1,12,0,1,0,0,0,0,2,2,0,0,-1,0,2,0
1977.99,1.07,0.51,0,295,1,18,0,1,0,1853.77,917.02,3864.4,64,10,4.5,12,0,0,0,0,0,0,0,0,0,0,-1,0,1,0
157.67,0.08,0.02,0,218,1,3,0,3,0,1916.6,917.83,7911.76,217,5,6.8,13,0,0,0,0,0,0,0,1,0,0,-1,0,1,0
404.23,0.61,0.25,1,212,1,22,0,5,2,665.84,1117.63,1587.69,119,18,6.5,9,0,1,0,0,0,0,2,1,0,0,-1,0,0,0
630.27,0.37,0.1,0,75,1,23,0,0,2,1723.11,182.27,6147.63,165,16,6.7,5,0,0,0,0,0,0,1,2,0,0,-1,0,0,0
184.17,0.18,0.07,0,224,1,16,0,1,0,1002.46,420.6,2825.99,43,7,7.8,2,0,0,0,0,0,0,1,2,0,0,-1,0,2,0
135995.39,12.3,1.11,0,491,1,10,0,5,2,11060.31,583.14,122395.85,204,13,6.3,2,0,1,0,0,0,0,1,2,0,0,-1,0,0,0
3106.94,0.83,0.18,0,31,0,1,0,1,0,3745.48,301.39,17422.24,52,5,2.9,5,0,0,1,0,0,0,1,1,0,0,-1,0,1,0
16582.7,0.86,0.29,0,590,1,14,0,1,2,19371.52,1062.09,58114.57,212,6,0.9,9,0,1,0,0,0,0,0,2,0,0,-1,0,0,0
30635.31,30.56,9.5,0,0,0,7,0,3,0,1002.44,270.96,3225.68,194,3,6.9,14,0,1,0,0,0,0,2,0,1,3,50,1,3,1
2632.79,2.12,0.98,0,75,0,8,0,0,0,1240.49,966.55,2678.02,99,6,3.1,10,0,1,1,0,0,0,1,1,0,0,-1,0,0,0
400.87,0.21,0.05,0,226,1,10,0,2,1,1873.34,157.77,8349.09,187,11,7.8,4,0,1,0,0,0,0,0,2,0,0,-1,0,2,0
335.57,0.2,0.04,0,235,1,7,0,4,2,1660.14,522.13,7750.24,102,4,2.0,6,1,1,0,0,0,0,0,0,0,0,-1,0,1,0
3930.79,1.66,0.66,0,83,0,17,0,1,0,2373.91,356.35,5939.54,186,9,1.4,13,1,0,1,0,0,0,0,1,0,0,-1,0,1,0
21632.59,1.29,0.43,0,321,1,0,0,4,1,16818.16,287.57,50454.47,232,10,5.8,14,0,1,0,0,0,0,0,0,0,0,-1,0,0,0
654.24,0.36,0.09,0,179,1,21,0,2,2,1810.72,621.31,7038.84,130,4,6.0,7,1,0,0,0,0,0,0,0,0,0,-1,0,0,0
113874.44,4.91,1.11,0,455,1,12,0,2,2,23191.64,603.03,102487.0,84,2,1.0,14,1,1,0,0,0,0,0,2,0,0,-1,0,1,0
6353.65,3.12,1.1,1,0,0,9,0,7,3,2034.96,169.13,5779.21,19,18,0.6,14,1,0,1,0,1,0,3,5,0,0,-1,0,2,1
313.87,0.52,0.13,0,77,0,9,0,0,1,602.23,529.89,2404.63,165,10,6.8,10,1,1,0,0,0,0,0,0,0,0,-1,0,1,0
341.36,0.22,0.08,0,364,1,9,0,0,2,1549.6,182.4,4252.87,66,5,3.2,8,1,1,0,0,0,0,0,1,0,0,-1,0,2,0
947.05,0.81,0.2,0,263,1,5,0,4,2,1169.81,1111.0,4774.49,152,20,5.6,4,0,1,0,0,1,0,1,0,0,0,-1,0,0,0
9178.41,2.18,0.63,1,71,1,11,0,2,0,4202.89,1967.25,14636.54,63,12,5.6,9,1,1,0,0,0,0,1,2,0,0,-1,0,1,0
116592.36,5.0,1.11,0,328,1,19,0,1,1,23313.57,427.69,104933.12,94,11,7.8,6,0,1,0,0,0,0,1,1,0,0,-1,0,2,0
259.09,0.15,0.05,0,158,0,21,0,2,1,1766.38,681.83,5645.49,214,20,1.3,9,0,1,0,0,0,0,2,2,0,0,-1,0,0,0
969.41,0.85,0.19,1,226,0,4,0,1,0,1142.79,2312.65,5066.6,170,17,6.2,2,0,1,0,0,0,1,1,0,0,0,-1,0,0,0
11586.66,6.18,1.28,0,1,0,3,0,5,3,1873.47,265.9,9059.77,178,10,1.4,14,0,0,1,0,0,0,0,1,0,0,-1,0,1,0
167.67,0.29,0.08,1,290,1,16,0,2,0,574.03,252.77,2174.02,124,6,1.9,13,1,0,1,0,0,0,0,1,0,0,-1,0,2,0
67847.75,37.82,18.51,1,0,0,15,0,2,3,1793.74,1505.84,3665.63,228,15,2.9,12,1,1,0,0,0,0,2,2,0,0,-1,0,1,1
13688.92,15.63,3.91,0,55,1,23,0,1,3,875.62,326.37,3504.5,94,19,6.4,3,0,0,0,0,0,0,0,2,0,0,-1,0,1,0
321.49,0.3,0.09,0,198,1,8,0,4,0,1062.09,907.01,3464.03,5,4,1.2,13,0,1,0,0,0,0,2,0,0,0,-1,0,1,0
377.25,0.34,0.08,0,193,1,21,0,3,1,1097.38,3754.51,4564.74,232,17,5.8,9,0,1,0,0,0,0,2,2,0,0,-1,0,0,0
21860.79,8.74,2.07,0,26,1,22,0,5,2,2499.85,548.84,10571.66,54,18,1.0,8,1,0,0,0,0,0,2,2,0,0,-1,0,1,0
15377.32,3.26,0.8,0,20,0,18,0,1,0,4723.76,1421.17,19223.82,130,18,6.2,4,1,1,1,0,0,0,0,0,0,0,-1,0,1,0
21091.26,14.95,3.48,0,39,0,10,0,4,2,1410.7,736.92,6067.35,114,20,7.2,12,1,1,0,1,0,1,1,1,0,0,-1,0,0,0
3210.44,2.9,0.86,0,69,1,22,0,1,0,1106.43,480.77,3732.06,211,18,7.2,5,0,0,0,0,0,0,1,0,0,0,-1,0,1,0
697.79,0.79,0.19,0,143,1,13,1,1,3,886.29,760.13,3725.91,124,3,7.7,13,0,0,0,0,0,0,2,0,0,0,-1,0,0,0
103363.71,6.36,1.11,0,563,1,18,0,2,2,16247.88,1018.45,93027.34,118,9,7.6,7,0,0,0,0,0,0,2,2,0,0,-1,0,1,0
347.22,0.22,0.05,0,155,1,15,1,5,0,1563.37,763.5,6689.22,76,8,6.9,5,0,1,0,0,0,0,2,2,0,0,-1,0,2,0
120654.07,10.58,1.11,0,551,1,2,0,0,1,11400.44,602.99,108588.66,144,9,3.1,4,0,0,0,0,0,0,1,2,0,0,-1,0,2,0
21150.87,14.73,3.64,0,14,1,5,0,0,2,1435.95,591.7,5805.99,58,11,1.1,0,0,0,0,0,0,1,1,0,0,0,-1,0,0,0
19014.21,11.71,2.97,0,30,1,23,0,1,0,1623.4,236.5,6407.11,235,2,0.5,5,0,1,1,0,0,0,0,0,0,0,-1,0,0,0
785.51,0.77,0.19,0,339,1,20,0,0,1,1015.64,2457.48,4038.37,127,19,5.2,0,0,1,0,0,0,0,2,1,0,0,-1,0,2,0
451.82,0.26,0.11,1,353,1,4,0,4,2,1723.77,445.44,3988.73,191,14,6.5,9,1,1,0,0,0,0,2,0,0,0,-1,0,1,0
5736.99,1.21,0.51,0,80,0,9,0,5,1,4745.89,225.33,11208.28,195,8,6.4,5,0,0,1,0,0,0,1,1,0,0,-1,0,0,0
144766.36,6.16,1.11,0,716,1,14,0,1,2,23513.31,979.61,130289.72,171,11,1.9,1,0,1,0,0,0,0,0,0,0,0,-1,0,0,0
330.31,0.27,0.06,0,112,1,23,0,1,2,1207.7,1490.87,5498.7,83,15,1.4,13,1,0,0,0,0,0,2,1,0,0,-1,0,0,0
142348.01,6.04,1.11,0,473,1,6,0,4,3,23576.81,786.81,128113.21,188,11,3.0,14,0,0,0,0,0,0,1,2,0,0,-1,0,0,0
724.43,0.39,0.08,1,321,1,11,0,2,0,1858.36,537.81,8764.8,198,20,2.3,7,0,0,0,0,0,0,0,1,0,0,-1,0,1,0
6973.89,4.01,1.94,1,0,0,19,0,3,3,1738.15,376.22,3600.04,36,3,4.5,12,1,0,1,1,1,0,5,1,1,0,-1,0,2,1
312.43,0.37,0.09,0,210,1,18,0,3,0,840.17,538.04,3589.5,92,19,1.1,12,0,0,0,0,0,0,1,0,0,0,-1,0,1,0
114843.87,7.65,1.11,0,383,1,21,0,3,0,15005.46,732.96,103359.48,96,14,2.4,4,0,1,0,0,0,0,1,2,0,0,-1,0,1,0
37368.79,3.49,1.11,0,529,1,6,0,5,0,10716.42,1237.18,33631.91,165,2,0.6,13,0,1,0,0,0,0,1,0,0,0,-1,0,2,0
34518.97,18.29,8.53,1,0,0,0,0,6,4,1887.47,362.33,4045.59,240,15,2.3,3,1,0,1,0,0,0,2,3,0,0,-1,0,2,1
412.76,0.24,0.08,0,41,1,5,0,3,1,1709.65,1019.29,5501.62,227,2,4.0,5,0,1,1,0,0,0,0,0,0,0,-1,0,2,0
18920.17,21.34,4.76,0,2,1,7,0,3,3,886.75,185.73,3976.76,122,17,7.0,3,0,0,0,0,0,0,0,1,0,0,-1,0,1,0
8923.79,2.28,0.53,0,75,0,9,0,2,1,3913.67,952.33,16869.25,152,17,1.3,10,0,1,0,0,0,1,2,0,0,0,-1,0,1,0
31856.7,33.94,11.63,1,0,0,21,0,5,2,938.51,178.97,2738.64,127,17,2.0,8,1,0,1,1,0,0,2,2,0,0,-1,0,1,1
13373.78,0.83,0.28,0,104,1,16,1,4,1,16193.86,1456.79,48581.59,80,14,5.3,2,0,1,0,0,0,0,0,1,0,0,-1,0,0,0
95283.41,68.57,18.74,0,12,0,10,0,5,0,1389.64,1163.85,5084.86,105,16,4.8,8,0,1,0,0,0,0,1,1,1,3,11,1,5,1
79638.0,4.13,1.11,0,664,1,0,0,4,2,19301.5,658.76,71674.2,168,3,3.1,14,0,1,0,0,0,1,1,0,0,0,-1,0,0,0
141848.34,9.55,1.11,0,433,1,10,1,4,2,14852.58,254.8,127663.51,274,9,5.6,11,0,1,0,0,0,0,1,0,0,0,-1,0,1,0
75375.82,22.09,7.02,0,12,0,11,0,0,2,3412.18,371.88,10736.15,213,16,7.0,12,0,1,0,0,0,0,1,2,1,4,26,1,4,1
662.26,0.9,0.44,0,8,1,11,0,5,3,738.27,151.47,1488.65,208,17,6.4,6,0,1,0,0,0,0,1,0,0,0,-1,0,0,0
6310.11,6.34,1.36,0,17,0,17,0,4,2,995.31,187.34,4629.62,131,17,6.4,2,0,1,0,0,0,0,0,2,0,0,-1,0,0,0
8150.05,2.92,1.42,0,78,0,15,0,1,2,2795.86,248.28,5737.99,150,2,3.5,5,0,0,1,0,1,0,2,0,0,0,-1,0,1,0
76599.83,6.75,1.11,0,422,1,6,0,5,2,11341.16,1254.03,68939.85,208,20,4.8,13,0,1,0,0,0,0,0,2,0,0,-1,0,2,0
2342.15,0.49,0.14,0,68,0,14,0,5,1,4734.36,387.21,17342.33,133,2,5.0,6,1,1,1,0,0,0,2,2,0,0,-1,0,0,0
6365.43,4.69,1.32,0,10,0,14,0,4,1,1357.51,284.71,4818.87,156,15,6.2,7,0,1,0,0,0,0,0,3,1,2,16,1,1,1
29472.59,6.73,1.77,0,51,0,18,0,0,1,4376.87,893.76,16678.12,240,3,0.9,6,0,1,0,0,0,0,2,1,0,0,-1,0,0,0
182.25,0.15,0.06,0,330,1,19,0,2,0,1187.34,1220.06,3000.99,187,9,1.4,8,0,1,0,0,0,1,1,2,0,0,-1,0,0,0
27645.3,9.53,3.64,1,0,0,23,0,3,2,2901.79,1644.88,7598.96,88,18,6.3,11,1,0,1,0,1,0,3,3,0,0,-1,0,0,1
90502.14,4.97,1.11,0,430,1,14,0,4,0,18214.64,622.81,81451.93,72,5,3.1,0,1,0,0,0,0,0,1,1,0,0,-1,0,1,0
417.45,0.23,0.05,0,209,1,9,0,3,3,1830.86,532.7,8625.15,98,2,2.9,3,0,0,0,0,0,0,2,0,0,0,-1,0,1,0
822.41,0.95,0.22,0,146,0,9,0,3,2,861.27,2619.15,3717.2,199,14,7.5,8,0,0,0,0,0,0,2,0,0,0,-1,0,2,0
336.08,0.3,0.09,0,105,1,19,0,5,2,1128.61,322.38,3687.79,152,6,5.8,1,0,1,0,0,0,0,1,2,0,0,-1,0,2,0
3052.49,4.19,1.21,0,77,1,6,0,2,0,728.08,239.35,2529.12,183,5,0.7,6,1,1,0,0,0,0,1,0,0,0,-1,0,1,0
68587.67,7.93,1.11,0,316,1,10,0,4,3,8646.76,701.41,61728.9,217,18,0.9,5,1,0,0,0,1,0,1,2,0,0,-1,0,1,0
22599.13,6.65,1.77,0,29,1,16,0,5,0,3396.92,290.14,12732.1,131,10,4.1,14,0,0,0,0,1,0,0,0,0,0,-1,0,0,0
375.06,0.6,0.25,0,60,1,9,1,0,0,623.25,1043.06,1520.31,48,19,6.0,0,0,1,0,0,0,1,0,2,0,0,-1,0,0,0
611.93,0.35,0.16,0,274,0,6,0,3,1,1763.04,330.13,3945.3,218,11,5.6,11,0,1,0,0,0,0,2,1,0,0,-1,0,0,0
356.58,0.22,0.09,1,170,1,23,0,0,0,1616.5,354.06,4072.09,11,9,2.5,1,1,0,0,0,0,0,0,1,0,0,-1,0,0,0
59152.39,19.71,5.81,0,14,0,22,0,4,1,3001.66,388.1,10188.14,190,12,7.6,2,0,1,0,0,0,0,2,0,1,3,0,1,3,1
228.88,0.14,0.04,1,163,1,4,1,4,2,1684.88,482.97,5482.46,201,18,1.2,9,0,1,0,0,0,0,1,1,0,0,-1,0,2,0
372.07,0.4,0.18,0,85,1,15,0,4,0,928.65,5742.63,2013.55,49,17,2.8,6,0,1,0,0,1,0,1,0,0,0,-1,0,1,0
613.2,1.02,0.21,0,47,0,15,0,4,1,600.54,731.43,2971.64,99,4,6.7,2,0,1,0,0,0,0,2,1,0,0,-1,0,1,0
39356.53,40.43,11.46,1,11,0,8,0,5,3,973.55,557.86,3434.16,79,3,5.8,6,0,0,0,0,0,0,1,3,1,2,53,0,5,1
238.68,0.28,0.06,0,335,1,3,0,3,1,843.03,710.18,3983.72,42,19,3.2,4,0,1,0,0,0,0,0,1,0,0,-1,0,2,0
19295.75,11.53,4.9,1,0,0,7,0,4,3,1673.46,552.24,3938.68,153,12,4.0,3,1,0,1,0,0,0,5,1,0,0,-1,0,2,1
18925.86,5.84,2.47,0,4,0,0,0,3,3,3241.73,220.21,7666.96,171,12,7.4,10,0,1,0,0,1,0,2,2,1,3,48,1,2,1
928.03,0.66,0.2,0,86,1,20,1,5,1,1401.22,290.3,4674.14,29,11,1.3,4,1,1,0,0,0,0,0,2,0,0,-1,0,2,0
36999.11,1.5,0.5,0,254,1,15,1,1,1,24682.73,621.46,74048.2,213,7,6.0,14,1,0,0,0,0,0,1,0,0,0,-1,0,0,0
769.51,0.4,0.13,0,262,1,2,0,0,0,1917.08,184.53,5906.27,91,14,2.2,3,0,1,0,0,0,0,2,0,0,0,-1,0,1,0
143958.47,6.04,1.11,0,521,1,1,0,1,1,23846.27,979.21,129562.62,250,15,7.7,1,0,1,0,0,0,0,1,1,0,0,-1,0,2,0
16580.33,6.65,2.39,1,0,0,10,0,3,2,2492.71,186.31,6941.06,134,7,8.0,4,0,0,0,0,0,1,2,4,0,0,-1,0,1,1
91634.6,201.24,99.28,1,5,0,19,0,2,3,455.36,536.64,922.97,99,12,1.0,4,0,1,0,0,0,0,2,1,1,2,9,1,1,1
246.35,0.28,0.06,0,58,1,1,0,5,3,866.05,1471.57,3935.74,234,9,5.4,1,0,1,0,0,0,0,0,1,0,0,-1,0,1,0
17217.53,7.35,1.83,0,25,0,4,0,0,0,2341.59,638.38,9432.37,202,6,3.5,13,1,0,0,0,0,0,0,1,0,0,-1,0,1,0
144.51,0.14,0.03,0,130,1,23,0,4,0,1046.08,716.17,4826.63,90,10,7.4,5,1,0,0,0,0,0,2,0,0,0,-1,0,2,0
54268.48,34.59,15.54,0,12,0,19,0,4,0,1568.91,1075.52,3491.91,135,16,6.4,11,0,1,1,0,0,0,2,3,1,3,10,0,4,1
96.72,0.13,0.05,0,198,1,22,0,1,2,720.42,809.94,2029.71,58,19,6.0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0
15982.79,6.15,2.46,0,68,0,12,0,3,1,2596.91,431.41,6495.25,209,18,4.0,10,0,1,0,0,0,0,2,0,0,0,-1,0,0,0
81663.54,11.4,1.11,0,168,1,22,0,2,3,7165.79,484.42,73497.19,91,16,5.8,4,0,1,0,0,1,0,0,1,0,0,-1,0,0,0
21900.71,10.2,2.29,1,67,0,5,0,0,0,2146.16,562.54,9553.98,30,5,1.4,2,1,1,0,1,0,0,2,2,0,0,-1,0,1,0
29081.58,30.15,8.04,0,41,0,13,0,3,0,964.72,989.24,3615.57,208,10,1.3,3,1,1,0,0,0,0,1,0,0,0,-1,0,1,0
28397.48,20.3,5.2,0,8,0,14,0,4,3,1398.61,534.2,5458.91,119,4,5.5,2,1,1,0,0,0,0,1,2,0,0,-1,0,0,0
452.44,0.32,0.15,0,40,1,14,0,5,0,1409.95,600.98,2927.84,190,3,1.3,4,0,1,0,0,0,0,0,0,0,0,-1,0,2,0
41950.95,20.41,6.86,0,2,0,4,0,4,3,2055.51,1490.98,6115.83,42,14,3.2,2,0,1,0,0,0,0,2,3,1,3,56,0,1,1
621.65,0.36,0.14,1,46,0,1,0,0,3,1749.62,803.95,4325.59,203,16,2.6,11,1,0,0,0,1,0,0,2,0,0,-1,0,0,0
75662.98,81.73,23.72,0,2,0,15,0,4,0,925.76,694.93,3189.91,155,2,7.2,1,0,1,0,0,0,0,2,0,1,3,47,1,6,1
4083.43,1.39,0.63,0,2,1,22,0,0,1,2933.05,888.16,6459.7,190,12,1.2,13,1,0,0,0,0,0,1,1,0,0,-1,0,0,0
46381.64,42.66,18.49,1,0,0,21,0,6,3,1087.31,433.87,2508.2,82,17,5.7,8,1,0,1,1,0,0,2,5,0,0,-1,0,0,1
12525.08,6.81,1.41,0,85,0,17,0,1,1,1840.17,362.74,8868.73,235,16,7.6,2,0,1,1,0,0,0,0,2,0,0,-1,0,0,0
17578.02,3.65,1.15,0,49,0,20,0,3,1,4813.23,1116.71,15219.59,39,10,6.5,13,0,1,0,0,0,0,2,2,0,0,-1,0,0,0
317.02,0.2,0.09,1,345,1,10,0,3,3,1589.25,694.28,3369.79,109,4,4.9,5,0,1,0,0,0,1,0,0,0,0,-1,0,1,0
16397.56,13.53,5.03,1,0,0,6,0,3,3,1211.66,289.58,3260.33,219,3,1.8,14,1,0,1,0,1,0,5,5,0,0,-1,0,2,1
61504.74,2.71,0.9,0,398,1,20,0,5,3,22703.92,995.42,68111.75,151,15,5.9,9,1,1,0,0,1,1,2,2,0,0,-1,0,0,0
2139.92,0.57,0.13,0,9,0,16,1,4,0,3731.76,518.95,16848.09,232,10,7.5,12,1,0,0,0,0,0,0,1,0,0,-1,0,1,0
6998.6,3.89,1.84,1,0,0,2,1,0,1,1800.58,1978.82,3806.83,63,6,2.4,0,0,1,1,0,0,0,0,3,1,3,8,0,1,1
422.51,0.31,0.11,0,276,1,7,0,3,2,1377.07,919.01,3934.73,124,10,7.5,6,0,0,0,0,0,0,1,0,0,0,-1,0,2,0
39178.12,14.53,6.57,1,0,0,7,0,5,5,2696.25,1056.18,5967.18,4,6,6.3,11,1,0,1,0,0,0,5,3,0,0,-1,0,0,1
